slug	client	platform	version	support	notes
css-animation	gmail	mobile-webmail	2021-05	n	
css-animation	orange	desktop-webmail	2021-05	n	
css-animation	orange	ios	2021-05	n	
css-animation	orange	android	2021-05	n	
css-animation	outlook	windows	2003	n	
css-animation	outlook	windows	2007	n	
css-animation	outlook	windows	2010	n	
css-animation	outlook	windows	2013	n	
css-animation	outlook	windows	2016	n	
css-animation	outlook	windows	2019	n	
css-animation	outlook	windows-mail	2021-05	n	
css-animation	outlook	macos	2011	y	
css-animation	outlook	macos	2016	y	
css-animation	outlook	macos	16.80	n	
css-animation	outlook	outlook-com	2021-05	n	
css-animation	outlook	ios	2021-05	n	
css-animation	outlook	android	2021-05	n	
css-animation	samsung-email	android	6.1	y	
css-animation	sfr	desktop-webmail	2021-05	a	1
css-animation	sfr	ios	2021-05	n	
css-animation	sfr	android	2021-05	n	
css-animation	thunderbird	macos	78.10	y	
css-animation	thunderbird	macos	149.0.1	n	
css-animation	aol	desktop-webmail	2021-05	n	
css-animation	aol	ios	2021-05	n	
css-animation	aol	android	2021-05	n	
css-animation	yahoo	desktop-webmail	2021-05	n	
css-animation	yahoo	ios	2021-05	n	
css-animation	yahoo	android	2021-05	n	
css-animation	protonmail	desktop-webmail	2021-05	n	
css-animation	protonmail	ios	2021-05	n	
css-animation	protonmail	android	2021-05	n	
css-animation	hey	desktop-webmail	2021-05	y	
css-animation	mail-ru	desktop-webmail	2021-05	n	
css-animation	fastmail	desktop-webmail	2021-07	y	
css-animation	laposte	desktop-webmail	2021-08	a	1
css-animation	gmx	desktop-webmail	2022-06	n	
css-animation	gmx	ios	2022-06	y	
css-animation	gmx	android	2022-06	y	
css-animation	web-de	desktop-webmail	2022-06	n	
css-animation	web-de	ios	2022-06	y	
css-animation	web-de	android	2022-06	y	
css-animation	ionos-1and1	desktop-webmail	2022-06	a	2
css-animation	ionos-1and1	android	2022-06	y	
css-aspect-ratio	apple-mail	macos	14	n	
css-aspect-ratio	apple-mail	macos	15.0	y	
css-aspect-ratio	apple-mail	ios	11	n	
css-aspect-ratio	apple-mail	ios	12	n	
css-aspect-ratio	apple-mail	ios	13	n	
css-aspect-ratio	apple-mail	ios	14	n	
css-aspect-ratio	apple-mail	ios	15	y	
css-aspect-ratio	gmail	desktop-webmail	2021-10	n	
css-aspect-ratio	gmail	ios	2021-10	n	
css-aspect-ratio	gmail	android	2021-10	n	
css-aspect-ratio	gmail	mobile-webmail	2021-10	n	
css-aspect-ratio	orange	desktop-webmail	2021-10	n	
css-aspect-ratio	orange	ios	2021-10	n	
css-aspect-ratio	orange	android	2021-10	n	
css-aspect-ratio	outlook	windows	2007	n	
css-aspect-ratio	outlook	windows	2010	n	
css-aspect-ratio	outlook	windows	2013	n	
css-aspect-ratio	outlook	windows	2016	n	
css-aspect-ratio	outlook	windows	2019	n	
css-aspect-ratio	outlook	windows-mail	2021-10	n	
css-aspect-ratio	outlook	macos	2021-10	n	
css-aspect-ratio	outlook	macos	16.80	n	
css-aspect-ratio	outlook	outlook-com	2021-10	n	
css-aspect-ratio	outlook	outlook-com	2023-12	n	
css-aspect-ratio	outlook	ios	2021-10	n	
css-aspect-ratio	outlook	android	2021-10	n	
css-aspect-ratio	yahoo	desktop-webmail	2021-10	n	
css-aspect-ratio	yahoo	ios	2021-10	n	
css-aspect-ratio	yahoo	android	6.37	n	
css-aspect-ratio	aol	desktop-webmail	2021-10	n	
css-aspect-ratio	aol	ios	2021-10	n	
css-aspect-ratio	aol	android	2021-10	n	
css-aspect-ratio	samsung-email	android	2021-10	n	
css-aspect-ratio	sfr	desktop-webmail	2021-11	y	
css-aspect-ratio	sfr	ios	2021-11	y	1
css-aspect-ratio	sfr	android	2021-11	y	
css-aspect-ratio	thunderbird	macos	78.10.2	n	
css-aspect-ratio	protonmail	desktop-webmail	2021-11	y	
css-aspect-ratio	protonmail	ios	2021-11	y	1
css-aspect-ratio	protonmail	android	2021-11	y	
css-aspect-ratio	hey	desktop-webmail	2021-11	y	
css-aspect-ratio	mail-ru	desktop-webmail	2021-10	y	
css-aspect-ratio	fastmail	desktop-webmail	2021-11	n	
css-aspect-ratio	laposte	desktop-webmail	2021-10	y	
css-aspect-ratio	gmx	desktop-webmail	2022-06	n	
css-aspect-ratio	gmx	ios	2022-06	y	
css-aspect-ratio	gmx	android	2022-06	y	
css-aspect-ratio	web-de	desktop-webmail	2022-06	n	
css-aspect-ratio	web-de	ios	2022-06	y	
css-aspect-ratio	web-de	android	2022-06	y	
css-aspect-ratio	ionos-1and1	desktop-webmail	2022-06	y	
css-aspect-ratio	ionos-1and1	android	2022-06	y	
css-at-font-face	apple-mail	macos	12.2	y	
css-at-font-face	apple-mail	ios	10.3	y	
css-at-font-face	apple-mail	ios	12.3.1	y	
css-at-font-face	gmail	desktop-webmail	2019-07	n	6
css-at-font-face	gmail	ios	2019-07	n	
css-at-font-face	gmail	android	2019-07	n	
css-at-font-face	gmail	mobile-webmail	2020-02	n	
css-at-font-face	orange	desktop-webmail	2019-05	a	2
css-at-font-face	orange	desktop-webmail	2021-03	n	7
css-at-font-face	orange	desktop-webmail	2024-03	n	
css-at-font-face	orange	ios	2019-07	y	
css-at-font-face	orange	ios	2024-03	n	
css-at-font-face	orange	android	2019-07	a	1
css-at-font-face	orange	android	2024-04	n	
css-at-font-face	outlook	windows	2003	a	3
css-at-font-face	outlook	windows	2007	a	4 5
css-at-font-face	outlook	windows	2010	a	4 5
css-at-font-face	outlook	windows	2013	a	4 5
css-at-font-face	outlook	windows	2016	a	4 5
css-at-font-face	outlook	windows	2019	a	4
css-at-font-face	outlook	windows-mail	2020-01	n	
css-at-font-face	outlook	macos	2011	y	
css-at-font-face	outlook	macos	2016	y	
css-at-font-face	outlook	macos	16.80	n	
css-at-font-face	outlook	outlook-com	2019-07	n	
css-at-font-face	outlook	outlook-com	2023-12	n	
css-at-font-face	outlook	ios	2.51.1	y	
css-at-font-face	outlook	ios	3.29.0	n	
css-at-font-face	outlook	android	2019-07	n	
css-at-font-face	samsung-email	android	6.0	y	8
css-at-font-face	samsung-email	android	2021-11	y	8
css-at-font-face	sfr	desktop-webmail	2019-07	a	2
css-at-font-face	sfr	desktop-webmail	2025-07	n	
css-at-font-face	sfr	ios	2019-07	n	
css-at-font-face	sfr	android	2019-07	n	
css-at-font-face	thunderbird	macos	60.7	y	
css-at-font-face	thunderbird	macos	78.5	y	
css-at-font-face	aol	desktop-webmail	2020-01	n	
css-at-font-face	aol	ios	2020-01	n	
css-at-font-face	aol	android	2020-01	n	
css-at-font-face	yahoo	desktop-webmail	2019-07	n	
css-at-font-face	yahoo	ios	2019-07	n	
css-at-font-face	yahoo	android	2019-07	n	
css-at-font-face	protonmail	desktop-webmail	2020-03	n	
css-at-font-face	protonmail	ios	2020-03	n	
css-at-font-face	protonmail	android	2020-03	y	
css-at-font-face	hey	desktop-webmail	2020-06	y	
css-at-font-face	mail-ru	desktop-webmail	2020-10	n	
css-at-font-face	fastmail	desktop-webmail	2021-07	n	
css-at-font-face	laposte	desktop-webmail	2021-08	a	2
css-at-font-face	laposte	desktop-webmail	2025-07	n	
css-at-font-face	gmx	desktop-webmail	2022-06	n	
css-at-font-face	gmx	ios	2022-06	y	
css-at-font-face	gmx	android	2022-06	n	
css-at-font-face	web-de	desktop-webmail	2022-06	n	
css-at-font-face	web-de	ios	2022-06	y	
css-at-font-face	web-de	android	2022-06	n	
css-at-font-face	ionos-1and1	desktop-webmail	2022-06	y	
css-at-font-face	ionos-1and1	android	2022-06	n	
css-at-import	apple-mail	macos	12.4	y	
css-at-import	apple-mail	ios	12.1	y	
css-at-import	gmail	desktop-webmail	2019-02	n	
css-at-import	gmail	ios	2019-02	n	
css-at-import	gmail	android	2019-02	n	
css-at-import	gmail	mobile-webmail	2020-02	n	
css-at-import	orange	desktop-webmail	2019-08	n	
css-at-import	orange	desktop-webmail	2021-03	n	
css-at-import	orange	ios	2019-08	y	
css-at-import	orange	ios	2023-12	n	
css-at-import	orange	android	2019-08	y	
css-at-import	orange	android	2023-12	n	
css-at-import	outlook	windows	2007	y	
css-at-import	outlook	windows	2010	y	
css-at-import	outlook	windows	2013	y	
css-at-import	outlook	windows	2016	y	
css-at-import	outlook	windows	2019	y	
css-at-import	outlook	windows-mail	2019-02	y	
css-at-import	outlook	macos	2019-02	y	
css-at-import	outlook	macos	16.80	n	
css-at-import	outlook	outlook-com	2019-02	n	
css-at-import	outlook	outlook-com	2023-12	n	
css-at-import	outlook	ios	2019-02	n	
css-at-import	outlook	android	2019-02	n	
css-at-import	thunderbird	macos	60.8	y	
css-at-import	thunderbird	macos	78.5	n	
css-at-import	yahoo	desktop-webmail	2019-02	n	
css-at-import	yahoo	ios	2019-02	n	
css-at-import	yahoo	android	2019-02	n	
css-at-import	aol	desktop-webmail	2019-02	n	
css-at-import	aol	ios	2019-02	n	
css-at-import	aol	android	2020-01	n	
css-at-import	samsung-email	android	5.0.10.2	n	
css-at-import	sfr	desktop-webmail	2019-08	n	
css-at-import	sfr	desktop-webmail	2025-07	n	
css-at-import	sfr	ios	2019-08	n	
css-at-import	sfr	android	2019-08	n	
css-at-import	protonmail	desktop-webmail	2020-03	n	
css-at-import	protonmail	ios	2020-03	n	
css-at-import	protonmail	android	2020-03	y	
css-at-import	hey	desktop-webmail	2020-06	y	
css-at-import	mail-ru	desktop-webmail	2020-10	n	
css-at-import	fastmail	desktop-webmail	2021-07	n	
css-at-import	laposte	desktop-webmail	2021-08	n	
css-at-import	laposte	desktop-webmail	2025-07	n	
css-at-import	gmx	desktop-webmail	2022-06	n	
css-at-import	gmx	ios	2022-06	y	
css-at-import	gmx	android	2022-06	n	
css-at-import	web-de	desktop-webmail	2022-06	n	
css-at-import	web-de	ios	2022-06	y	
css-at-import	web-de	android	2022-06	n	
css-at-import	ionos-1and1	desktop-webmail	2022-06	y	
css-at-import	ionos-1and1	android	2022-06	n	
css-at-import	wp-pl	desktop-webmail	2023-12	n	
css-at-keyframes	apple-mail	macos	13	y	
css-at-keyframes	apple-mail	ios	13	y	
css-at-keyframes	gmail	desktop-webmail	2021-05	n	
css-at-keyframes	gmail	ios	2021-05	n	
css-at-keyframes	gmail	android	2021-05	n	
css-at-keyframes	gmail	mobile-webmail	2021-05	n	
css-at-keyframes	orange	desktop-webmail	2021-05	n	1
css-at-keyframes	orange	ios	2021-05	n	
css-at-keyframes	orange	android	2021-05	n	
css-at-keyframes	outlook	windows	2003	n	
css-at-keyframes	outlook	windows	2007	n	
css-at-keyframes	outlook	windows	2010	n	
css-at-keyframes	outlook	windows	2013	n	
css-at-keyframes	outlook	windows	2016	n	
css-at-keyframes	outlook	windows	2019	n	
css-at-keyframes	outlook	windows-mail	2021-05	n	
css-at-keyframes	outlook	macos	2011	y	
css-at-keyframes	outlook	macos	2016	y	
css-at-keyframes	outlook	macos	16.80	n	
css-at-keyframes	outlook	outlook-com	2021-05	n	
css-at-keyframes	outlook	ios	2021-05	n	
css-at-keyframes	outlook	android	2021-05	n	
css-at-keyframes	samsung-email	android	6.1	y	
css-at-keyframes	sfr	desktop-webmail	2021-05	a	1
css-at-keyframes	sfr	desktop-webmail	2025-07	n	
css-at-keyframes	sfr	ios	2021-05	n	
css-at-keyframes	sfr	android	2021-05	n	
css-at-keyframes	thunderbird	macos	78.10	y	
css-at-keyframes	aol	desktop-webmail	2021-05	y	
css-at-keyframes	aol	ios	2021-05	n	
css-at-keyframes	aol	android	2021-05	n	
css-at-keyframes	yahoo	desktop-webmail	2021-05	y	
css-at-keyframes	yahoo	ios	2021-05	n	
css-at-keyframes	yahoo	android	2021-05	n	
css-at-keyframes	protonmail	desktop-webmail	2021-05	n	
css-at-keyframes	protonmail	ios	2021-05	n	
css-at-keyframes	protonmail	android	2021-05	n	
css-at-keyframes	hey	desktop-webmail	2021-05	y	
css-at-keyframes	mail-ru	desktop-webmail	2021-05	n	
css-at-keyframes	fastmail	desktop-webmail	2021-07	y	
css-at-keyframes	laposte	desktop-webmail	2021-08	a	1
css-at-keyframes	laposte	desktop-webmail	2025-07	n	
css-at-keyframes	gmx	desktop-webmail	2022-06	n	
css-at-keyframes	gmx	ios	2022-06	y	
css-at-keyframes	gmx	android	2022-06	y	
css-at-keyframes	web-de	desktop-webmail	2022-06	n	
css-at-keyframes	web-de	ios	2022-06	y	
css-at-keyframes	web-de	android	2022-06	y	
css-at-keyframes	ionos-1and1	desktop-webmail	2022-06	a	2
css-at-keyframes	ionos-1and1	android	2022-06	y	
css-at-media-device-pixel-ratio	apple-mail	macos	10.3	y	
css-at-media-device-pixel-ratio	apple-mail	ios	10.3	y	
css-at-media-device-pixel-ratio	apple-mail	ios	12.2	y	
css-at-media-device-pixel-ratio	gmail	desktop-webmail	2019-08	n	
css-at-media-device-pixel-ratio	gmail	ios	2019-08	n	
css-at-media-device-pixel-ratio	gmail	android	2019-08	n	
css-at-media-device-pixel-ratio	gmail	mobile-webmail	2020-02	n	
css-at-media-device-pixel-ratio	orange	desktop-webmail	2019-08	y	1
css-at-media-device-pixel-ratio	orange	desktop-webmail	2021-03	y	
css-at-media-device-pixel-ratio	orange	ios	2019-08	y	
css-at-media-device-pixel-ratio	orange	android	2019-08	y	
css-at-media-device-pixel-ratio	outlook	windows	2003	n	
css-at-media-device-pixel-ratio	outlook	windows	2007	n	
css-at-media-device-pixel-ratio	outlook	windows	2010	n	
css-at-media-device-pixel-ratio	outlook	windows	2013	n	
css-at-media-device-pixel-ratio	outlook	windows	2016	n	
css-at-media-device-pixel-ratio	outlook	windows	2019	n	
css-at-media-device-pixel-ratio	outlook	windows-mail	2020-01	n	
css-at-media-device-pixel-ratio	outlook	macos	2011	y	
css-at-media-device-pixel-ratio	outlook	macos	2016	y	
css-at-media-device-pixel-ratio	outlook	macos	16.80	y	
css-at-media-device-pixel-ratio	outlook	outlook-com	2019-08	y	
css-at-media-device-pixel-ratio	outlook	ios	2019-08	y	
css-at-media-device-pixel-ratio	outlook	android	2019-08	y	
css-at-media-device-pixel-ratio	samsung-email	android	5.0.10.2	y	
css-at-media-device-pixel-ratio	samsung-email	android	6.0	y	
css-at-media-device-pixel-ratio	sfr	desktop-webmail	2019-08	y	
css-at-media-device-pixel-ratio	sfr	desktop-webmail	2025-07	n	
css-at-media-device-pixel-ratio	sfr	ios	2019-08	n	
css-at-media-device-pixel-ratio	sfr	android	2019-08	n	
css-at-media-device-pixel-ratio	thunderbird	macos	60.3	n	
css-at-media-device-pixel-ratio	thunderbird	macos	78.5	n	
css-at-media-device-pixel-ratio	yahoo	desktop-webmail	2019-08	n	
css-at-media-device-pixel-ratio	yahoo	ios	2019-08	n	
css-at-media-device-pixel-ratio	yahoo	android	2019-08	n	
css-at-media-device-pixel-ratio	aol	desktop-webmail	2019-02	n	
css-at-media-device-pixel-ratio	aol	ios	2019-02	n	
css-at-media-device-pixel-ratio	aol	android	2019-02	n	
css-at-media-device-pixel-ratio	protonmail	desktop-webmail	2020-03	n	
css-at-media-device-pixel-ratio	protonmail	ios	2020-03	n	
css-at-media-device-pixel-ratio	protonmail	android	2020-03	y	
css-at-media-device-pixel-ratio	hey	desktop-webmail	2020-06	y	
css-at-media-device-pixel-ratio	mail-ru	desktop-webmail	2020-10	n	
css-at-media-device-pixel-ratio	fastmail	desktop-webmail	2021-07	y	
css-at-media-device-pixel-ratio	laposte	desktop-webmail	2021-08	y	
css-at-media-device-pixel-ratio	laposte	desktop-webmail	2025-07	n	
css-at-media-device-pixel-ratio	gmx	desktop-webmail	2022-06	n	
css-at-media-device-pixel-ratio	gmx	ios	2022-06	y	
css-at-media-device-pixel-ratio	gmx	android	2022-06	y	
css-at-media-device-pixel-ratio	web-de	desktop-webmail	2022-06	n	
css-at-media-device-pixel-ratio	web-de	ios	2022-06	y	
css-at-media-device-pixel-ratio	web-de	android	2022-06	y	
css-at-media-device-pixel-ratio	ionos-1and1	desktop-webmail	2022-06	y	
css-at-media-device-pixel-ratio	ionos-1and1	android	2022-06	y	
css-at-media-hover	apple-mail	macos	2022-08	y	
css-at-media-hover	apple-mail	ios	2022-08	y	
css-at-media-hover	gmail	desktop-webmail	2022-08	n	
css-at-media-hover	gmail	ios	2022-08	n	
css-at-media-hover	gmail	android	2022-08	n	
css-at-media-hover	gmail	mobile-webmail	2022-08	n	
css-at-media-hover	orange	desktop-webmail	2022-08	u	
css-at-media-hover	orange	ios	2022-08	u	
css-at-media-hover	orange	android	2022-08	u	
css-at-media-hover	outlook	windows	2022-08	n	
css-at-media-hover	outlook	windows-mail	2022-08	n	
css-at-media-hover	outlook	macos	2011	y	
css-at-media-hover	outlook	macos	2016	y	
css-at-media-hover	outlook	macos	16.80	y	
css-at-media-hover	outlook	outlook-com	2022-08	y	
css-at-media-hover	outlook	ios	2022-08	y	
css-at-media-hover	outlook	android	2022-08	y	
css-at-media-hover	samsung-email	android	10	y	
css-at-media-hover	samsung-email	android	11	y	
css-at-media-hover	sfr	desktop-webmail	2024-03	y	
css-at-media-hover	sfr	desktop-webmail	2025-07	n	
css-at-media-hover	sfr	ios	2024-03	n	
css-at-media-hover	sfr	android	2024-03	n	
css-at-media-hover	thunderbird	macos	2022-08	u	
css-at-media-hover	aol	desktop-webmail	2022-08	n	
css-at-media-hover	aol	ios	2022-08	n	
css-at-media-hover	aol	android	2022-08	n	
css-at-media-hover	yahoo	desktop-webmail	2022-08	n	
css-at-media-hover	yahoo	ios	2022-08	n	
css-at-media-hover	yahoo	android	2022-08	n	
css-at-media-hover	protonmail	desktop-webmail	2022-08	y	
css-at-media-hover	protonmail	ios	2022-08	y	
css-at-media-hover	protonmail	android	2022-08	y	
css-at-media-hover	hey	desktop-webmail	2022-08	u	
css-at-media-hover	mail-ru	desktop-webmail	2022-08	n	
css-at-media-hover	fastmail	desktop-webmail	2022-08	u	
css-at-media-hover	laposte	desktop-webmail	2022-08	u	
css-at-media-hover	laposte	desktop-webmail	2025-07	n	
css-at-media-orientation	apple-mail	macos	10.3	y	
css-at-media-orientation	apple-mail	ios	10.3	n	
css-at-media-orientation	apple-mail	ios	12	y	
css-at-media-orientation	apple-mail	ios	13	y	
css-at-media-orientation	apple-mail	ios	15	y	
css-at-media-orientation	apple-mail	ios	18.3.2	a	2
css-at-media-orientation	gmail	desktop-webmail	2019-08	y	
css-at-media-orientation	gmail	ios	2019-08	y	
css-at-media-orientation	gmail	ios	2025-04	n	
css-at-media-orientation	gmail	android	2019-08	y	
css-at-media-orientation	gmail	mobile-webmail	2020-02	n	
css-at-media-orientation	orange	desktop-webmail	2019-08	y	1
css-at-media-orientation	orange	desktop-webmail	2021-03	y	
css-at-media-orientation	orange	desktop-webmail	2024-04	y	
css-at-media-orientation	orange	ios	2019-08	n	
css-at-media-orientation	orange	ios	2024-04	y	
css-at-media-orientation	orange	android	2019-08	y	
css-at-media-orientation	orange	android	2024-04	y	
css-at-media-orientation	outlook	windows	2003	n	
css-at-media-orientation	outlook	windows	2007	n	
css-at-media-orientation	outlook	windows	2010	n	
css-at-media-orientation	outlook	windows	2013	n	
css-at-media-orientation	outlook	windows	2016	n	
css-at-media-orientation	outlook	windows	2019	n	
css-at-media-orientation	outlook	windows-mail	2020-01	n	
css-at-media-orientation	outlook	macos	2011	y	
